gene_name,sample,counts,fraction
mnmE,preshift,2043,0.00016601498539181892
mnmG,preshift,4855,0.00039451921393895295
mntH,preshift,203,1.6495860026695666e-05
mntP,preshift,151,1.227031952724653e-05
mntR,preshift,1019,8.280434171035903e-05
mntS,preshift,125,1.015754927752196e-05
moaA,preshift,2646,0.00021501500310658488
moaB,preshift,614,4.989388205118787e-05
moaC,preshift,575,4.672472667660102e-05
moaD,preshift,97,7.882258239357041e-06
moaE,preshift,630,5.1194048358710684e-05
mobA,preshift,250,2.031509855504392e-05
mobB,preshift,151,1.227031952724653e-05
mocA,preshift,28,2.2752910381649194e-06
modA,preshift,1285,0.00010441960657292576
modB,preshift,673,5.468824531017824e-05
modC,preshift,1692,0.00013749258702053726
modE,preshift,730,5.932008778072825e-05
modF,preshift,2573,0.00020908299432851205
moeA,preshift,951,7.727863490338708e-05
moeB,preshift,793,6.443949261659932e-05
mog,preshift,534,4.3393050513573816e-05
mokB,preshift,32,2.600332615045622e-06
mokC,preshift,20,1.6252078844035137e-06
molR_1,preshift,15,1.2189059133026354e-06
molR_2,preshift,30,2.4378118266052708e-06
molR_3,preshift,2,1.625207884403514e-07
motA,preshift,6540,0.000531442978199949
motB,preshift,7024,0.000570773009002514
mpaA,preshift,258,2.0965181708805327e-05
mpl,preshift,3460,0.0002811609640018079
mppA,preshift,736,5.980765014604931e-05
mprA,preshift,1712,0.00013911779490494077
mqo,preshift,14622,0.0011881894842874089
mqsA,preshift,116,9.42620572954038e-06
mqsR,preshift,128,1.0401330460182489e-05
mraY,preshift,1307,0.00010620733524576963
mraZ,preshift,1472,0.00011961530029209861
mrcA,preshift,3737,0.00030367009320079655
mrcB,preshift,3152,0.00025613276258199376
mrdA,preshift,2248,0.00018267336620695496
mrdB,preshift,927,7.532838544210286e-05
mreB,preshift,5333,0.00043336168237619694
mreC,preshift,1897,0.0001541509678356733
mreD,preshift,620,5.038144441650893e-05
mrp,preshift,8245,0.0006699919503453485
mrr,preshift,511,4.152406144650978e-05
msbA,preshift,5167,0.0004198724569356478
mscK,preshift,2378,0.0001932372174555778
mscL,preshift,1203,9.775625424687135e-05
mscM,preshift,1197,9.72686918815503e-05
mscS,preshift,1372,0.00011148926087008105
msrA,preshift,420,3.412936557247379e-05
msrB,preshift,3072,0.0002496319310443797
msrC,preshift,2786,0.00022639145829740946
msrP,preshift,92,7.475956268256163e-06
msrQ,preshift,26,2.112770249724568e-06
msyB,preshift,249,2.0233838160823747e-05
mtfA,preshift,984,7.996022791265288e-05
mtgA,preshift,122,9.913768094861435e-06
mtlA,preshift,578,4.696850785926155e-05
mtlD,preshift,684,5.5582109646600173e-05
mtlR,preshift,310,2.5190722208254464e-05
mtn,preshift,2492,0.00020250090239667782
mtr,preshift,440,3.5754573456877304e-05
mug,preshift,618,5.021892362806858e-05
mukB,preshift,6623,0.0005381875909202235
mukE,preshift,871,7.077780336577302e-05
mukF,preshift,1801,0.00014634996999053642
murA,preshift,8952,0.0007274430490590127
murB,preshift,1478,0.00012010286265741967
murC,preshift,3029,0.00024613773409291217
murD,preshift,3070,0.00024946941025593935
murE,preshift,2060,0.0001673964120935619
murF,preshift,1838,0.00014935660457668292
murG,preshift,2128,0.00017292211890053386
murI,preshift,610,4.956884047430717e-05
murJ,preshift,406,3.299172005339133e-05
murP,preshift,96,7.800997845136866e-06
murQ,preshift,119,9.669986912200907e-06
murR,preshift,98,7.963518633577218e-06
mutH,preshift,255,2.07214005261448e-05
mutL,preshift,1578,0.00012822890207943722
mutM,preshift,309,2.510946181403429e-05
mutS,preshift,2082,0.0001691841407664058
mutT,preshift,141,1.1457715585044772e-05
mutY,preshift,1091,8.865509009421167e-05
mzrA,preshift,424,3.445440714935449e-05
nac,preshift,727,5.907630659806772e-05
nadA,preshift,928,7.540964583632304e-05
nadB,preshift,864,7.02089806062318e-05
nadC,preshift,954,7.752241608604761e-05
nadD,preshift,604,4.908127810898612e-05
nadE,preshift,1957,0.00015902659148888382
nadK,preshift,761,6.18391600015537e-05
nadR,preshift,1171,9.515592163182573e-05
nagA,preshift,752,6.110781645357212e-05
nagB,preshift,474,3.851742686036328e-05
nagC,preshift,769,6.24892431553151e-05
nagE,preshift,1564,0.00012709125656035477
nagK,preshift,1616,0.0001313167970598039
nagZ,preshift,1552,0.00012611613182971266
nanA,preshift,230,1.8689890670640408e-05
nanC,preshift,5,4.0630197110087843e-07
nanE,preshift,51,4.14428010522896e-06
nanK,preshift,110,8.938643364219326e-06
nanM,preshift,45,3.656717739907906e-06
nanR,preshift,1183,9.613104636246784e-05
nanS,preshift,28,2.2752910381649194e-06
nanT,preshift,65,5.28192562431142e-06
napA,preshift,229,1.8608630276420233e-05
napB,preshift,29,2.356551432385095e-06
napC,preshift,90,7.313435479815812e-06
napD,preshift,31,2.5190722208254465e-06
napF,preshift,55,4.469321682109663e-06
napG,preshift,19,1.543947490183338e-06
napH,preshift,33,2.681593009265798e-06
narG,preshift,102,8.28856021045792e-06
narH,preshift,56,4.550582076329839e-06
narI,preshift,33,2.681593009265798e-06
narJ,preshift,24,1.9502494612842165e-06
narK,preshift,23,1.8689890670640408e-06
narL,preshift,404,3.2829199264950975e-05
narP,preshift,470,3.819238528348257e-05
narQ,preshift,202,1.6414599632475488e-05
narU,preshift,5,4.0630197110087843e-07
narV,preshift,38,3.087894980366676e-06
narW,preshift,18,1.4626870959631623e-06
narX,preshift,689,5.598841161770105e-05
narY,preshift,56,4.550582076329839e-06
narZ,preshift,95,7.71973745091669e-06
ndh,preshift,1374,0.00011165178165852139
ndk,preshift,7776,0.0006318808254560861
nei,preshift,334,2.714097166953868e-05
nemA,preshift,517,4.201162381183083e-05
nemR,preshift,82,6.663352326054406e-06
nepI,preshift,247,2.0071317372383394e-05
nfi,preshift,687,5.5825890829260695e-05
nfo,preshift,638,5.184413151247209e-05
nfrA,preshift,199,1.6170818449814963e-05
nfrB,preshift,138,1.1213934402384244e-05
nfsA,preshift,398,3.2341636899629926e-05
nfsB,preshift,1733,0.00014082426318356447
nfuA,preshift,4830,0.00039248770408344857
nhaA,preshift,1072,8.711114260402834e-05
nhaB,preshift,2140,0.00017389724363117598
nhaR,preshift,276,2.242786880476849e-05
nhoA,preshift,42,3.412936557247379e-06
nikA,preshift,197,1.600829766137461e-05
nikB,preshift,40,3.2504157688070274e-06
nikC,preshift,33,2.681593009265798e-06
nikD,preshift,26,2.112770249724568e-06
nikE,preshift,23,1.8689890670640408e-06
nikR,preshift,535,4.3474310907793994e-05
nimR,preshift,87,7.069654297155285e-06
nimT,preshift,116,9.42620572954038e-06
ninE,preshift,2,1.625207884403514e-07
nirB,preshift,155,1.2595361104127232e-05
nirC,preshift,35,2.844113797706149e-06
nirD,preshift,14,1.1376455190824597e-06
nlpA,preshift,1281,0.00010409456499604506
nlpC,preshift,706,5.7369838319444034e-05
nlpD,preshift,17993,0.001462118273203621
nlpE,preshift,601,4.883749692632559e-05
nlpI,preshift,21072,0.0017123190270075422
nmpC,preshift,88588,0.007198695803176924
nohA,preshift,9,7.313435479815812e-07
nohB,preshift,14,1.1376455190824597e-06
norR,preshift,141,1.1457715585044772e-05
norV,preshift,63,5.119404835871069e-06
norW,preshift,32,2.600332615045622e-06
npr,preshift,223,1.812106791109918e-05
nrdA,preshift,4512,0.0003666468987214327
nrdB,preshift,2113,0.00017170321298723122
nrdD,preshift,421,3.4210625966693965e-05
nrdE,preshift,1855,0.0001507380312784259
nrdF,preshift,582,4.729354943614225e-05
nrdG,preshift,20,1.6252078844035137e-06
nrdH,preshift,622,5.054396520494928e-05
nrdI,preshift,472,3.835490607192293e-05
nrdR,preshift,583,4.737480983036243e-05
nrfA,preshift,154,1.2514100709907055e-05
nrfB,preshift,37,3.0066345861465003e-06
nrfC,preshift,24,1.9502494612842165e-06
nrfD,preshift,31,2.5190722208254465e-06
nrfE,preshift,48,3.900498922568433e-06
nrfF,preshift,11,8.938643364219326e-07
nrfG,preshift,36,2.9253741919263246e-06
nsrR,preshift,457,3.713600015862029e-05
nth,preshift,574,4.6643466282380844e-05
nudB,preshift,2286,0.00018576126118732163
nudC,preshift,844,6.858377272182829e-05
nudE,preshift,2087,0.00016959044273750666
nudF,preshift,928,7.540964583632304e-05
nudG,preshift,135,1.0970153219723718e-05
nudI,preshift,171,1.3895527411650043e-05
nudJ,preshift,195,1.584577687293426e-05
nudK,preshift,436,3.54295318799966e-05
nudL,preshift,264,2.1452744074126383e-05
nuoA,preshift,3389,0.0002753914760121754
nuoB,preshift,7060,0.0005736983831944404
nuoC,preshift,9555,0.0007764430667737787
nuoE,preshift,2538,0.0002062388805308059
nuoF,preshift,4532,0.0003682721066058362
nuoG,preshift,12739,0.0010351761619708181
nuoH,preshift,3601,0.00029261867958685264
nuoI,preshift,1511,0.00012278445566668548
nuoJ,preshift,2399,0.00019494368573420148
nuoK,preshift,451,3.664843779329924e-05
nuoL,preshift,5703,0.00046342802823766193
nuoM,preshift,1923,0.00015626373808539786
nuoN,preshift,3684,0.00029936329230712726
nupC,preshift,2469,0.00020063191332961379
nupG,preshift,456,3.7054739764400116e-05
nupX,preshift,17,1.3814267017429866e-06
nusA,preshift,15115,0.0012282508586379556
nusB,preshift,4698,0.0003817613320463854
nusG,preshift,9225,0.0007496271366811207
obgE,preshift,3897,0.00031667175627602464
ogrK,preshift,194,1.5764516478714082e-05
ogt,preshift,196,1.5927037267154435e-05
ompA,preshift,176352,0.014330433041516422
ompC,preshift,15020,0.0012205311211870389
ompF,preshift,198561,0.016135145136752304
ompG,preshift,7,5.688227595412298e-07
ompL,preshift,1,8.12603942201757e-08
ompN,preshift,20,1.6252078844035137e-06
ompR,preshift,1578,0.00012822890207943722
ompT,preshift,8991,0.0007306122044335997
ompW,preshift,327,2.657214890999745e-05
ompX,preshift,13481,0.0010954713744821885
opgB,preshift,778,6.322058670329668e-05
opgC,preshift,313,2.5434503390914992e-05
opgD,preshift,2397,0.00019478116494576111
opgE,preshift,229,1.8608630276420233e-05
opgG,preshift,2349,0.0001908806660231927
opgH,preshift,3475,0.0002823798699151105
oppA,preshift,4496,0.0003653467324139099
oppB,preshift,255,2.07214005261448e-05
oppC,preshift,619,5.030018402228875e-05
oppD,preshift,800,6.500831537614055e-05
oppF,preshift,1331,0.00010815758470705384
orn,preshift,814,6.614596089522301e-05
ortT,preshift,99,8.044779027797392e-06
osmB,preshift,93,7.557216662476339e-06
osmC,preshift,528,4.2905488148252767e-05
osmE,preshift,1536,0.00012481596552218986
osmF,preshift,140,1.1376455190824596e-05
osmY,preshift,793,6.443949261659932e-05
otsA,preshift,478,3.8842468437243976e-05
otsB,preshift,236,1.9177453035961463e-05
oxc,preshift,28,2.2752910381649194e-06
oxyR,preshift,2677,0.00021753407532741032
paaA,preshift,23,1.8689890670640408e-06
paaB,preshift,13,1.056385124862284e-06
paaC,preshift,18,1.4626870959631623e-06
paaD,preshift,16,1.300166307522811e-06
paaE,preshift,17,1.3814267017429866e-06
paaF,preshift,24,1.9502494612842165e-06
paaG,preshift,28,2.2752910381649194e-06
paaH,preshift,24,1.9502494612842165e-06
paaI,preshift,5,4.0630197110087843e-07
paaJ,preshift,361,2.9335002313483423e-05
paaK,preshift,226,1.8364849093759705e-05
paaX,preshift,295,2.3971816294951828e-05
paaY,preshift,530,4.3068008936693116e-05
paaZ,preshift,19,1.543947490183338e-06
pabA,preshift,137,1.113267400816407e-05
pabB,preshift,523,4.249918617715188e-05
pabC,preshift,452,3.672969818751941e-05
pagP,preshift,45,3.656717739907906e-06
pal,preshift,29001,0.0023566326927793152
panB,preshift,2467,0.00020046939254117342
panC,preshift,2395,0.00019461864415732077
panD,preshift,4287,0.00034836331002189317
panE,preshift,782,6.354562828017738e-05
panF,preshift,918,7.459704189412129e-05
panZ,preshift,105,8.532341393118447e-06
paoA,preshift,13,1.056385124862284e-06
paoB,preshift,10,8.126039422017569e-07
paoC,preshift,34,2.762853403485973e-06
paoD,preshift,15,1.2189059133026354e-06
parC,preshift,4534,0.00036843462739427656
parE,preshift,4201,0.00034137491611895807
patA,preshift,406,3.299172005339133e-05
patD,preshift,307,2.4946941025593936e-05
patZ,preshift,1261,0.00010246935711164154
pbl,preshift,1,8.12603942201757e-08
pbpC,preshift,154,1.2514100709907055e-05
pbpG,preshift,720,5.8507483838526496e-05
pck,preshift,5976,0.0004856121158597699
pcm,preshift,910,7.394695874035987e-05
pcnB,preshift,6592,0.0005356685186993981
pdeA,preshift,513,4.168658223495013e-05
pdeB,preshift,223,1.812106791109918e-05
pdeC,preshift,74,6.013269172293001e-06
pdeD,preshift,24,1.9502494612842165e-06
pdeF,preshift,45,3.656717739907906e-06
pdeG,preshift,6,4.875623653210541e-07
pdeH,preshift,5065,0.00041158389672518985
pdeI,preshift,271,2.202156683366761e-05
pdeK,preshift,986,8.012274870109323e-05
pdeL,preshift,405,3.2910459659171154e-05
pdeN,preshift,612,4.973136126274752e-05
pdeR,preshift,264,2.1452744074126383e-05
pdhR,preshift,1333,0.0001083201054954942
pdxA,preshift,1884,0.000153094582710811
pdxB,preshift,2102,0.0001708093486508093
pdxH,preshift,1197,9.72686918815503e-05
pdxJ,preshift,1772,0.00014399341855815133
pdxK,preshift,978,7.947266554733182e-05
pdxY,preshift,1341,0.0001089701886492556
pepA,preshift,6263,0.0005089338490009603
pepB,preshift,2001,0.00016260204883457156
pepD,preshift,4130,0.0003356054281293256
pepE,preshift,294,2.3890555900731653e-05
pepN,preshift,6254,0.0005082025054529788
pepP,preshift,3425,0.00027831685020410175
pepQ,preshift,5261,0.00042751093399234427
pepT,preshift,530,4.3068008936693116e-05
perR,preshift,70,5.688227595412298e-06
pfkA,preshift,3912,0.0003178906621893273
pfkB,preshift,175,1.4220568988530746e-05
pflA,preshift,909,7.38656983461397e-05
pflB,preshift,28754,0.0023365613754069317
pflC,preshift,29,2.356551432385095e-06
pflD,preshift,92,7.475956268256163e-06
pgaA,preshift,93,7.557216662476339e-06
pgaB,preshift,18,1.4626870959631623e-06
pgaC,preshift,22,1.7877286728438651e-06
pgaD,preshift,26,2.112770249724568e-06
pgi,preshift,6136,0.0004986137789349981
pgk,preshift,9540,0.000775224160860476
pgl,preshift,1060,8.613601787338623e-05
pgm,preshift,6354,0.0005163285448749963
pgpA,preshift,749,6.086403527091159e-05
pgpB,preshift,405,3.2910459659171154e-05
pgpC,preshift,412,3.347928241871238e-05
pgrR,preshift,197,1.600829766137461e-05
pgsA,preshift,849,6.899007469292916e-05
pheA,preshift,4424,0.00035949598403005724
pheL,preshift,13,1.056385124862284e-06
pheM,preshift,30,2.4378118266052708e-06
pheP,preshift,1499,0.00012180933093604335
pheS,preshift,8095,0.0006578028912123222
pheT,preshift,21422,0.0017407601649846035
phnC,preshift,0,0.0
phnD,preshift,16,1.300166307522811e-06
phnE_1,preshift,1,8.12603942201757e-08
phnE_2,preshift,0,0.0
phnF,preshift,3,2.4378118266052707e-07
phnG,preshift,1,8.12603942201757e-08
phnH,preshift,0,0.0
phnI,preshift,3,2.4378118266052707e-07
phnJ,preshift,2,1.625207884403514e-07
phnK,preshift,2,1.625207884403514e-07
phnL,preshift,3,2.4378118266052707e-07
phnM,preshift,8,6.500831537614056e-07
phnN,preshift,4,3.250415768807028e-07
phnO,preshift,46,3.7379781341280817e-06
phnP,preshift,47,3.819238528348257e-06
phoA,preshift,143,1.1620236373485124e-05
phoB,preshift,131,1.0645111642843015e-05
phoE,preshift,20,1.6252078844035137e-06
phoH,preshift,831,6.7527387596966e-05
phoP,preshift,967,7.857880121090989e-05
phoQ,preshift,1295,0.00010523221051512752
phoR,preshift,109,8.85738296999915e-06
phoU,preshift,752,6.110781645357212e-05
php,preshift,6,4.875623653210541e-07
phr,preshift,338,2.7466013246419384e-05
pinE,preshift,9,7.313435479815812e-07
pinH,preshift,0,0.0
pinQ,preshift,18,1.4626870959631623e-06
pinR,preshift,15,1.2189059133026354e-06
pitA,preshift,3238,0.00026312115648492886
pitB,preshift,45,3.656717739907906e-06
plaP,preshift,6488,0.0005272174377004998
pldA,preshift,1373,0.00011157052126430122
pldB,preshift,935,7.597846859586427e-05
pliG,preshift,65,5.28192562431142e-06
plsB,preshift,4637,0.00037680444799895467
plsC,preshift,922,7.492208347100199e-05
plsX,preshift,7687,0.0006246486503704905
pmbA,preshift,1085,8.816752772889063e-05
pmrD,preshift,419,3.4048105178253615e-05
pmrR,preshift,279,2.2671649987429016e-05
pncA,preshift,1333,0.0001083201054954942
pncB,preshift,3627,0.00029473144983657723
pncC,preshift,630,5.1194048358710684e-05
pnp,preshift,30467,0.0024757604307060928
pntA,preshift,17338,0.0014088927149894061
pntB,preshift,15294,0.001242796469203367
pnuC,preshift,579,4.704976825348172e-05
polA,preshift,3055,0.0002482505043426367
polB,preshift,354,2.8766179553942195e-05
potA,preshift,3479,0.0002827049114919912
potB,preshift,1445,0.00011742126964815388
potC,preshift,1117,9.076786034393625e-05
potD,preshift,5438,0.00044189402376931537
potE,preshift,76,6.175789960733352e-06
potF,preshift,666,5.4119422550637006e-05
potG,preshift,624,5.070648599338963e-05
potH,preshift,253,2.055887973770445e-05
potI,preshift,363,2.9497523101923776e-05
poxB,preshift,366,2.97413042845843e-05
ppa,preshift,11232,0.0009127167478810134
ppc,preshift,15165,0.0012323138783489644
ppdA,preshift,23,1.8689890670640408e-06
ppdB,preshift,40,3.2504157688070274e-06
ppdC,preshift,45,3.656717739907906e-06
ppdD,preshift,10,8.126039422017569e-07
pphA,preshift,37,3.0066345861465003e-06
pphB,preshift,13,1.056385124862284e-06
ppiA,preshift,2217,0.0001801542939861295
ppiB,preshift,4917,0.0003995573583806039
ppiC,preshift,455,3.697347937017994e-05
ppiD,preshift,11258,0.0009148295181307379
ppk,preshift,1366,0.00011100169850475999
pppA,preshift,100,8.126039422017569e-06
ppsA,preshift,21067,0.0017119127250364412
ppsR,preshift,633,5.143782954137121e-05
pptA,preshift,119,9.669986912200907e-06
ppx,preshift,1852,0.00015049425009576537
pqiA,preshift,748,6.078277487669141e-05
pqiB,preshift,1321,0.00010734498076485208
pqqL,preshift,1379,0.00011205808362962227
prc,preshift,10518,0.0008546968264078079
preA,preshift,39,3.1691553745868517e-06
preT,preshift,30,2.4378118266052708e-06
prfA,preshift,2018,0.00016398347553631454
prfB,preshift,6491,0.0005274612188831604
prfC,preshift,6405,0.0005204728249802253
prfH,preshift,5,4.0630197110087843e-07
priA,preshift,726,5.899504620384755e-05
priB,preshift,26260,0.0021338979522218136
priC,preshift,324,2.6328367727336922e-05
prkB,preshift,778,6.322058670329668e-05
prlC,preshift,2580,0.00020965181708805327
prlF,preshift,393,3.193533492852905e-05
prmA,preshift,1587,0.0001289602456274188
prmB,preshift,2186,0.00017763522176530405
prmC,preshift,739,6.0051431328709835e-05
proA,preshift,3145,0.00025556393982245255
proB,preshift,1918,0.00015585743611429696
proC,preshift,930,7.557216662476339e-05
proP,preshift,3555,0.00028888070145272456
proQ,preshift,15792,0.0012832641455250145
proS,preshift,11455,0.0009308378157921125
proV,preshift,7705,0.0006261113374664537
proW,preshift,4058,0.00032975467974547294
proX,preshift,12360,0.0010043784725613715
proY,preshift,1162,9.442457808384416e-05
prpB,preshift,20,1.6252078844035137e-06
prpC,preshift,11,8.938643364219326e-07
prpD,preshift,5,4.0630197110087843e-07
prpE,preshift,34,2.762853403485973e-06
prpR,preshift,71,5.7694879896324735e-06
prs,preshift,19194,0.0015597120066620522
psd,preshift,1817,0.00014765013629805922
psiE,preshift,45,3.656717739907906e-06
psiF,preshift,29,2.356551432385095e-06
pspA,preshift,866,7.037150139467214e-05
pspB,preshift,53,4.306800893669312e-06
pspC,preshift,115,9.344945335320204e-06
pspD,preshift,41,3.331676163027203e-06
pspE,preshift,626,5.0869006781829984e-05
pspF,preshift,205,1.6658380815136016e-05
pspG,preshift,36,2.9253741919263246e-06
pssA,preshift,4791,0.0003893185487088617
pstA,preshift,202,1.6414599632475488e-05
pstB,preshift,616,5.005640283962822e-05
pstC,preshift,209,1.698342239201672e-05
pstS,preshift,298,2.4215597477612356e-05
psuG,preshift,2,1.625207884403514e-07
psuK,preshift,7,5.688227595412298e-07
psuT,preshift,28,2.2752910381649194e-06
pta,preshift,8448,0.0006864878103720443
pth,preshift,728,5.91575669922879e-05
ptrA,preshift,1310,0.00010645111642843016
ptrB,preshift,587,4.769985140724313e-05
ptsA,preshift,11,8.938643364219326e-07
ptsG,preshift,28102,0.002283579598375377
ptsH,preshift,7576,0.0006156287466120511
ptsI,preshift,33748,0.0027423757841424892
ptsN,preshift,2246,0.00018251084541851459
ptsP,preshift,1660,0.00013489225440549164
purA,preshift,22253,0.0018082875525815697
purB,preshift,7802,0.0006339935957058108
purC,preshift,7953,0.0006462639152330572
purD,preshift,4994,0.0004058144087355574
purE,preshift,2324,0.0001888491561676883
purF,preshift,11948,0.0009708991901426591
purH,preshift,5683,0.00046180282035325845
purK,preshift,6334,0.0005147033369905928
purL,preshift,16593,0.0013483537212953753
purM,preshift,8405,0.0006829936134205766
purN,preshift,2267,0.00018421731369713828
purR,preshift,6310,0.0005127530875293086
purT,preshift,2837,0.00023053573840263843
purU,preshift,3256,0.00026458384358089203
putA,preshift,892,7.248427164439672e-05
putP,preshift,3467,0.0002817297867613491
puuA,preshift,976,7.931014475889148e-05
puuB,preshift,93,7.557216662476339e-06
puuC,preshift,117,9.507466123760555e-06
puuD,preshift,784,6.370814906861774e-05
puuE,preshift,88,7.1509146913754605e-06
puuP,preshift,201,1.6333339238255313e-05
puuR,preshift,659,5.355059979109578e-05
pykA,preshift,5588,0.00045408308290234177
pykF,preshift,7672,0.0006234297444571878
pyrB,preshift,918,7.459704189412129e-05
pyrC,preshift,2551,0.00020729526565566817
pyrD,preshift,969,7.874132199935024e-05
pyrE,preshift,1080,8.776122575778974e-05
pyrF,preshift,1444,0.00011734000925393369
pyrG,preshift,12343,0.0010029970458596284
pyrH,preshift,4514,0.0003668094195098731
pyrI,preshift,603,4.900001771476594e-05
pyrL,preshift,50,4.0630197110087845e-06
qmcA,preshift,439,3.5673313062657126e-05
qor,preshift,372,3.0228866649905356e-05
qorB,preshift,63,5.119404835871069e-06
qseB,preshift,18,1.4626870959631623e-06
qseC,preshift,57,4.6318424705500145e-06
queA,preshift,1692,0.00013749258702053726
queC,preshift,1172,9.523718202604591e-05
queD,preshift,215,1.7470984757337774e-05
queE,preshift,888,7.215923006751601e-05
queF,preshift,1057,8.58922366907257e-05
queG,preshift,523,4.249918617715188e-05
racC,preshift,1,8.12603942201757e-08
racR,preshift,687,5.5825890829260695e-05
radA,preshift,2254,0.000183160928572276
radD,preshift,331,2.6897190486878153e-05
raiA,preshift,8156,0.000662759775259753
ralR,preshift,1,8.12603942201757e-08
rapA,preshift,2750,0.00022346608410548315
rapZ,preshift,2404,0.00019534998770530236
rarA,preshift,944,7.670981214384585e-05
rarD,preshift,722,5.8670004626966845e-05
ratA,preshift,679,5.517580767549929e-05
ratB,preshift,712,5.785740068476509e-05
ravA,preshift,392,3.185407453430887e-05
rayT,preshift,66,5.363186018531596e-06
rbbA,preshift,392,3.185407453430887e-05
rbfA,preshift,1872,0.00015211945798016888
rbn,preshift,315,2.5597024179355342e-05
rbsA,preshift,10362,0.0008420202049094605
rbsB,preshift,15027,0.00122109994394658
rbsC,preshift,6154,0.0005000764660309612
rbsD,preshift,31446,0.0025553143566476445
rbsK,preshift,4611,0.0003746916777492301
rbsR,preshift,1238,0.0001006003680445775
rcdA,preshift,147,1.1945277950365826e-05
rclA,preshift,56,4.550582076329839e-06
rclB,preshift,5,4.0630197110087843e-07
rclC,preshift,26,2.112770249724568e-06
rclR,preshift,36,2.9253741919263246e-06
rcnA,preshift,2141,0.00017397850402539616
rcnB,preshift,663,5.3875641367976484e-05
rcnR,preshift,805,6.541461734724142e-05
rcsA,preshift,339,2.754727364063956e-05
rcsB,preshift,3634,0.00029530027259611844
rcsC,preshift,2236,0.00018169824147631284
rcsD,preshift,3358,0.00027287240379135
rcsF,preshift,616,5.005640283962822e-05
rdgB,preshift,973,7.906636357623095e-05
rdgC,preshift,1550,0.00012595361104127231
rdoA,preshift,2070,0.00016820901603576367
recA,preshift,5442,0.0004422190653461961
recB,preshift,2241,0.00018210454344741371
recC,preshift,955,7.760367648026778e-05
recD,preshift,752,6.110781645357212e-05
recE,preshift,40,3.2504157688070274e-06
recF,preshift,1095,8.898013167109238e-05
recG,preshift,2616,0.0002125771912799796
recJ,preshift,2392,0.00019437486297466024
recN,preshift,412,3.347928241871238e-05
recO,preshift,888,7.215923006751601e-05
recQ,preshift,1711,0.0001390365345107206
recR,preshift,2790,0.00022671649987429017
recT,preshift,26,2.112770249724568e-06
recX,preshift,67,5.4444464127517715e-06
relA,preshift,3416,0.00027758550665612017
relB,preshift,131,1.0645111642843015e-05
relE,preshift,191,1.5520735296053558e-05
rem,preshift,22,1.7877286728438651e-06
renD,preshift,101,8.207299816237744e-06
rep,preshift,1370,0.00011132674008164069
rfaD,preshift,2754,0.00022379112568236383
rfaE,preshift,2529,0.00020550753698282432
rfaH,preshift,460,3.7379781341280815e-05
rfbA,preshift,0,0.0
rfbB,preshift,0,0.0
rfbC,preshift,2,1.625207884403514e-07
rfbD,preshift,0,0.0
rfbX,preshift,0,0.0
rfe,preshift,1610,0.00013082923469448285
rffC,preshift,735,5.972638975182913e-05
rffG,preshift,1326,0.00010775128273595297
rffH,preshift,1075,8.735492378668886e-05
rffM,preshift,746,6.062025408825106e-05
rffT,preshift,697,5.663849477146246e-05
rhaA,preshift,8,6.500831537614056e-07
rhaB,preshift,18,1.4626870959631623e-06
rhaD,preshift,10,8.126039422017569e-07
rhaM,preshift,4,3.250415768807028e-07
rhaR,preshift,67,5.4444464127517715e-06
rhaS,preshift,44,3.5754573456877303e-06
rhaT,preshift,63,5.119404835871069e-06
rhlB,preshift,8283,0.0006730798453257152
rhlE,preshift,2407,0.00019559376888796288
rho,preshift,16100,0.0013082923469448285
rhoL,preshift,1832,0.00014886904221136186
rhsA,preshift,11,8.938643364219326e-07
rhsB,preshift,25,2.0315098555043923e-06
rhsC,preshift,138,1.1213934402384244e-05
rhsD,preshift,145,1.1782757161925475e-05
rhsE,preshift,18,1.4626870959631623e-06
rhtA,preshift,172,1.3976787805870218e-05
rhtB,preshift,322,2.6165846938896573e-05
rhtC,preshift,549,4.4611956426876456e-05
ribA,preshift,1745,0.00014179938791420658
ribB,preshift,3407,0.0002768541631081386
ribC,preshift,2092,0.00016999674470860753
ribD,preshift,1705,0.00013854897214539956
ribE,preshift,3067,0.0002492256290732788
ribF,preshift,2406,0.0001955125084937427
ridA,preshift,3308,0.00026880938408034116
rihA,preshift,2283,0.0001855174800046611
rihB,preshift,12,9.751247306421083e-07
rihC,preshift,303,2.4621899448713233e-05
rimI,preshift,468,3.802986449504222e-05
rimJ,preshift,507,4.119901986962907e-05
rimK,preshift,515,4.1849103023390476e-05
rimL,preshift,137,1.113267400816407e-05
rimM,preshift,58982,0.004792900571894403
rimO,preshift,3083,0.00025052579538080167
rimP,preshift,2540,0.00020640140131924625
rlmA,preshift,1074,8.727366339246869e-05
rlmB,preshift,1519,0.00012343453882044688
rlmC,preshift,449,3.648591700485888e-05
rlmD,preshift,1291,0.00010490716893824682
rlmE,preshift,4907,0.0003987447544384021
rlmF,preshift,553,4.4936998003757155e-05
rlmG,preshift,769,6.24892431553151e-05
rlmH,preshift,1017,8.264182092191867e-05
rlmI,preshift,1539,0.0001250597467048504
rlmJ,preshift,938,7.62222497785248e-05
rlmL,preshift,2291,0.0001861675631584225
rlmM,preshift,1117,9.076786034393625e-05
rlmN,preshift,3983,0.0003236601501789598
rlpA,preshift,2917,0.00023703656994025248
rluA,preshift,525,4.266170696559224e-05
rluB,preshift,4213,0.0003423500408496002
