nu_max_preshift,nu_max_postshift,lag_time_hr,shift_time,regrowth_time,shift_biomass,min_gamma,preshift_growth_rate_hr,postshift_growth_rate_hr,useful_fraction_pre,useful_fraction_post
16.0,0.5,19.8435925856313,0.6666666666666666,20.510259252297967,1.935e+16,0.014107608124879283,2.25834404338232,0.19359320358883722,1,1
16.5,0.5,19.87173461518562,0.65,20.52173461518562,1.935e+16,0.01390953304405858,2.28444817922575,0.1935950581797339,1,1
17.0,0.5,19.886775182133206,0.65,20.536775182133205,1.935e+16,0.013683980926069915,2.309605437279517,0.19359783515994122,1,1
17.5,0.5,19.927681949422915,0.6333333333333333,20.561015282756248,1.935e+16,0.013496730876343408,2.333867459729086,0.1936001963628319,1,1
18.0,0.5,19.945631861204966,0.6333333333333333,20.5789651945383,1.935e+16,0.013312260179734215,2.3574515703496384,0.19360232070240407,1,1
18.5,0.5,19.973754142968634,0.6333333333333333,20.607087476301967,1.935e+16,0.013145773328018097,2.380067001622303,0.19360455163694165,1,1
19.0,0.5,20.015173548908027,0.6166666666666667,20.631840215574694,1.935e+16,0.012969628221546315,2.4019218555220645,0.1936033643003108,1,1
19.5,0.5,20.046696924228755,0.6166666666666667,20.663363590895422,1.935e+16,0.012804319795613072,2.423055014731262,0.1936077598569039,1,1
1.5,1.0,8.805803109546648,2.933333333333333,11.739136442879982,1.935e+16,0.13461654227827394,0.5062764030498133,0.3612880625616728,1,1
2.0,1.0,8.898453447152336,2.3166666666666664,11.215120113819003,1.935e+16,0.10756031994638947,0.6407561113731544,0.36127631909155644,1,1
2.5,1.0,8.937835243653868,1.95,10.887835243653868,1.935e+16,0.09137778038981303,0.7634055885157296,0.3612634547204629,1,1
3.0,1.0,9.006154418773002,1.7,10.706154418773002,1.935e+16,0.07989288413524712,0.8759162157063568,0.3612539317803965,1,1
3.5,1.0,9.050177022907764,1.5166666666666666,10.566843689574432,1.935e+16,0.0715106311545114,0.9795925175662985,0.36123599367689174,1,1
4.0,1.0,9.094190884336532,1.3833333333333333,10.477524217669865,1.935e+16,0.06517256629988627,1.0754625094925476,0.3612198976659558,1,1
4.5,1.0,9.125443387487925,1.2833333333333332,10.408776720821258,1.935e+16,0.06018395174300509,1.164495363856906,0.3612037607092987,1,1
5.0,1.0,9.157232565299395,1.2,10.357232565299395,1.935e+16,0.05605544698182585,1.2473700377396506,0.36118116507312364,1,1
5.5,1.0,9.18008621943395,1.1333333333333333,10.313419552767282,1.935e+16,0.052650843782388206,1.324701098221203,0.36116319298287103,1,1
6.0,1.0,9.213399101288516,1.0666666666666667,10.280065767955183,1.935e+16,0.049774417708244235,1.3971010436555782,0.3611360540204065,1,1
6.5,1.0,8.683891874384049,1.0166666666666666,9.700558541050716,1.935e+16,0.0472960589985908,1.465135848124388,0.3397557492572198,1,1
7.0,1.0,8.767242441628657,0.9833333333333333,9.75057577496199,1.935e+16,0.0452864212244367,1.528945709569127,0.3429332836917546,1,1
7.5,1.0,8.86621640290077,0.9333333333333333,9.799549736234104,1.935e+16,0.04330387256351688,1.589166870381857,0.345390537880939,1,1
8.0,1.0,8.95535672521431,0.9,9.85535672521431,1.935e+16,0.04165466748789193,1.6460266828334083,0.3485727338974458,1,1
8.5,1.0,9.216474507526446,0.8833333333333333,10.099807840859778,1.935e+16,0.040248211551358506,1.699693923264655,0.359726674787827,1,1
9.0,1.0,9.256673810300441,0.85,10.10667381030044,1.935e+16,0.038900801645607254,1.7506437971340154,0.3598831814281861,1,1
9.5,1.0,9.282408841470117,0.8333333333333334,10.11574217480345,1.935e+16,0.03768294755399442,1.7988668952329252,0.36000854356515777,1,1
10.0,1.0,9.308280352875313,0.8166666666666667,10.12494701954198,1.935e+16,0.036569108957399704,1.8448063884356583,0.360129673489494,1,1
10.5,1.0,9.35092156141359,0.7833333333333333,10.134254894746924,1.935e+16,0.035576524157248844,1.88839260706077,0.3602245159870788,1,1
11.0,1.0,9.374895507761359,0.7666666666666666,10.141562174428026,1.935e+16,0.03467310491698889,1.9299107395860033,0.36031748303950895,1,1
11.5,1.0,9.402162485443897,0.75,10.152162485443897,1.935e+16,0.03382197042234034,1.9696475561568962,0.36039934318157946,1,1
12.0,1.0,9.412008217300283,0.75,10.162008217300283,1.935e+16,0.03302115822696513,2.0074630471932546,0.36046665584087173,1,1
12.5,1.0,9.438697916959539,0.7333333333333333,10.172031250292871,1.935e+16,0.032317943481622875,2.043615792794695,0.3605211785186303,1,1
13.0,1.0,9.469242480984331,0.7166666666666667,10.185909147650998,1.935e+16,0.03169074438747942,2.0782090161545193,0.36058445797277117,1,1
13.5,1.0,9.488862778841247,0.7,10.188862778841246,1.935e+16,0.031083035437552108,2.1113472903849786,0.3605906153528689,1,1
14.0,1.0,9.50110927121385,0.7,10.201109271213848,1.935e+16,0.030423664439554042,2.1432775972282374,0.36067748367093844,1,1
14.5,1.0,9.516510737836729,0.6833333333333333,10.199844071170062,1.935e+16,0.02998058658527664,2.173775397554289,0.36070431867429525,1,1
15.0,1.0,9.526658872505138,0.6833333333333333,10.209992205838471,1.935e+16,0.02938429748575559,2.2030795813737227,0.3607347987095264,1,1
15.5,1.0,9.546827277567997,0.6666666666666666,10.213493944234664,1.935e+16,0.028914579149877863,2.231250250234851,0.36077798453601523,1,1
16.0,1.0,9.565142390020645,0.6666666666666666,10.231809056687311,1.935e+16,0.02845715917064151,2.258357049289496,0.36080070757978033,1,1
16.5,1.0,9.590773770845061,0.65,10.240773770845061,1.935e+16,0.02801509061351468,2.2844607477575885,0.36082834015965515,1,1
17.0,1.0,9.597613058297272,0.65,10.247613058297272,1.935e+16,0.027589987168269495,2.309617640840795,0.3608550959233178,1,1
17.5,1.0,9.624080804729317,0.6333333333333333,10.25741413806265,1.935e+16,0.02725541898890162,2.3338792710695406,0.3608733535501351,1,1
18.0,1.0,9.624127576997921,0.6333333333333333,10.257460910331254,1.935e+16,0.026808186519650494,2.357462944430289,0.36091467095859403,1,1
18.5,1.0,9.637212390266207,0.6333333333333333,10.27054572359954,1.935e+16,0.026485650813731797,2.380077969355326,0.3609075229597856,1,1
19.0,1.0,9.662044956551215,0.6166666666666667,10.278711623217882,1.935e+16,0.026116522133894413,2.4019325375228906,0.36092951648175253,1,1
19.5,1.0,9.66816690079704,0.6166666666666667,10.284833567463707,1.935e+16,0.02578923952704895,2.423065405441805,0.36094664025218265,1,1
2.0,1.5,5.852577263913558,2.3166666666666664,8.169243930580224,1.935e+16,0.16492734891016697,0.6408119077539517,0.5111427132129722,1,1
2.5,1.5,5.8663870720507285,1.95,7.816387072050729,1.935e+16,0.13994163765822093,0.7634568133505286,0.5111328432381956,1,1
3.0,1.5,5.904921326885979,1.7,7.604921326885979,1.935e+16,0.12157487043847466,0.8759634005633237,0.5111209578276542,1,1
3.5,1.5,5.935437537247458,1.5166666666666666,7.452104203914125,1.935e+16,0.10886922222021479,0.9796361753385432,0.5111100314180981,1,1
